Inspection Task ID,Inspection Task,Product ID,Targeted/related Product,Production Task ID,Corresponding Production Task,Frequency ID,Frequency,Tool ID,Tool,Person ID,Person,Production Phase,Phase ID
87,visual inspection for installation of mep conduit at wall surface,70,upvc conduits and fittings,41,installation of mep conduit inside hostel room at wall surface,2,routine,4,N/A,0,,wall,3
87,visual inspection for installation of mep conduit at wall surface,71,upvc conduits,41,installation of mep conduit inside hostel room at wall surface,2,routine,4,N/A,0,,wall,3
87,visual inspection for installation of mep conduit at wall surface,72,flexible conduit,41,installation of mep conduit inside hostel room at wall surface,2,routine,4,N/A,0,,wall,3
87,visual inspection for installation of mep conduit at wall surface,73,mep conduit,41,installation of mep conduit inside hostel room at wall surface,2,routine,4,N/A,0,,wall,3
88,visual inspection for installation of gypsum board at wall surface,74,finishings,42,installation of gypsum board at wall surface,2,routine,4,N/A,0,,wall,3
88,visual inspection for installation of gypsum board at wall surface,75,laminate for wall finsishes/laminate,42,installation of gypsum board at wall surface,2,routine,4,N/A,0,,wall,3
88,visual inspection for installation of gypsum board at wall surface,6,gypsum board,42,installation of gypsum board at wall surface,2,routine,4,N/A,0,,wall,3
89,internal dimension check for installation of gypsum board at wall surface,74,finishings,42,installation of gypsum board at wall surface,2,routine,3,tape measure,0,,wall,3
89,internal dimension check for installation of gypsum board at wall surface,75,laminate for wall finsishes/laminate,42,installation of gypsum board at wall surface,2,routine,3,tape measure,0,,wall,3
89,internal dimension check for installation of gypsum board at wall surface,6,gypsum board,42,installation of gypsum board at wall surface,2,routine,3,tape measure,0,,wall,3
90,visual inspection for metal skeleton,76,stud,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,4,N/A,0,,wall,3
90,visual inspection for metal skeleton,59,runners,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,4,N/A,0,,wall,3
90,visual inspection for metal skeleton,57,track for stud installation,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,4,N/A,0,,wall,3
90,visual inspection for metal skeleton,54,noggins and braces for reinforced stud support,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,4,N/A,0,,wall,3
90,visual inspection for metal skeleton,58,channel,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,4,N/A,0,,wall,3
91,measure dimension for metal skeleton,76,stud,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,3,tape measure,0,,wall,3
91,measure dimension for metal skeleton,59,runners,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,3,tape measure,0,,wall,3
91,measure dimension for metal skeleton,57,track for stud installation,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,3,tape measure,0,,wall,3
91,measure dimension for metal skeleton,54,noggins and braces for reinforced stud support,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,3,tape measure,0,,wall,3
91,measure dimension for metal skeleton,58,channel,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,3,tape measure,0,,wall,3
92,thickness check for metal skeleton,76,stud,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,1,digital vernier scale,0,,wall,3
92,thickness check for metal skeleton,58,channel,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,1,digital vernier scale,0,,wall,3
92,thickness check for metal skeleton,59,runners,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,1,digital vernier scale,0,,wall,3
92,thickness check for metal skeleton,57,track for stud installation,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,1,digital vernier scale,0,,wall,3
92,thickness check for metal skeleton,54,noggins and braces for reinforced stud support,43,"metal skeleton- studs, runners, track,channel, noggins and braces",5,each batch,1,digital vernier scale,0,,wall,3
93,visual inspection for galvanized steel channel posts for frame to lead lined doors,77,galvanized steel channel posts,44,galvanized steel channel posts for frame to lead lined doors,5,each batch,4,N/A,0,,wall,3
93,visual inspection for galvanized steel channel posts for frame to lead lined doors,78,lead lined doors,44,galvanized steel channel posts for frame to lead lined doors,5,each batch,4,N/A,0,,wall,3
94,measure dimension for galvanized steel channel posts for frame to lead lined doors,77,galvanized steel channel posts,44,galvanized steel channel posts for frame to lead lined doors,5,each batch,3,tape measure,0,,wall,3
94,measure dimension for galvanized steel channel posts for frame to lead lined doors,78,lead lined doors,44,galvanized steel channel posts for frame to lead lined doors,5,each batch,3,tape measure,0,,wall,3
95,thickness check for galvanized steel channel posts for frame to lead lined doors,77,galvanized steel channel posts,44,galvanized steel channel posts for frame to lead lined doors,5,each batch,1,digital vernier scale,0,,wall,3
96,brand name check for rockwool delivered to site,61,mineral wool insulation,45,rockwool delivered to site,5,each batch,16,bill of materials,0,,wall,3
96,brand name check for rockwool delivered to site,62,rockwool,45,rockwool delivered to site,5,each batch,16,bill of materials,0,,wall,3
97,thickness check for rockwool delivered to site,61,mineral wool insulation,45,rockwool delivered to site,5,each batch,3,tape measure,0,,wall,3
97,thickness check for rockwool delivered to site,62,rockwool,45,rockwool delivered to site,5,each batch,3,tape measure,0,,wall,3
98,size check for rockwool delivered to site,61,mineral wool insulation,45,rockwool delivered to site,5,each batch,3,tape measure,0,,wall,3
98,size check for rockwool delivered to site,62,rockwool,45,rockwool delivered to site,5,each batch,3,tape measure,0,,wall,3
99,"check setting out(location, area, thickness) for wall installation",64,wall panel,46,"setting out(location, area, thickness)",10,20%,3,tape measure,0,,wall,3
99,"check setting out(location, area, thickness) for wall installation",65,wall tiles,46,"setting out(location, area, thickness)",10,20%,3,tape measure,0,,wall,3
100,dimension check for wall installation,64,wall panel,46,"setting out(location, area, thickness)",10,20%,3,tape measure,0,,wall,3
100,dimension check for wall installation,65,wall tiles,46,"setting out(location, area, thickness)",10,20%,3,tape measure,0,,wall,3
101,check support fixtures for top and bottom track installation,79,track,47,top and bottom track installation,10,20%,17,level,0,,wall,3
101,check support fixtures for top and bottom track installation,79,track,47,top and bottom track installation,10,20%,3,tape measure,0,,wall,3
102,check steel stud vertical and horizontal alignment for vertical stud installation frame core,76,stud,48,vertical stud installation frame core,10,20%,17,level,0,,wall,3
103,check space and workmanship  for vertical stud installation frame core,76,stud,48,vertical stud installation frame core,10,20%,3,tape measure,0,,wall,3
104,thickness check for installation of external wall sheeting,4,knauf frp board,49,installation of external wall sheeting,10,20%,22,caliper,0,,wall,3
104,thickness check for installation of external wall sheeting,3,promatect hboard,49,installation of external wall sheeting,10,20%,22,caliper,0,,wall,3
104,thickness check for installation of external wall sheeting,7,cement board,49,installation of external wall sheeting,10,20%,22,caliper,0,,wall,3
104,thickness check for installation of external wall sheeting,5,gemtree frp board,49,installation of external wall sheeting,10,20%,22,caliper,0,,wall,3
104,thickness check for installation of external wall sheeting,6,gypsum board,49,installation of external wall sheeting,10,20%,22,caliper,0,,wall,3
105,check the fixing at joint and at screwheads for installation of external wall sheeting,4,knauf frp board,49,installation of external wall sheeting,10,20%,10,torque wrench,0,,wall,3
105,check the fixing at joint and at screwheads for installation of external wall sheeting,3,promatect hboard,49,installation of external wall sheeting,10,20%,10,torque wrench,0,,wall,3
105,check the fixing at joint and at screwheads for installation of external wall sheeting,7,cement board,49,installation of external wall sheeting,10,20%,10,torque wrench,0,,wall,3
105,check the fixing at joint and at screwheads for installation of external wall sheeting,5,gemtree frp board,49,installation of external wall sheeting,10,20%,10,torque wrench,0,,wall,3
105,check the fixing at joint and at screwheads for installation of external wall sheeting,6,gypsum board,49,installation of external wall sheeting,10,20%,10,torque wrench,0,,wall,3
106,check the cutting and surface for installation of external wall sheeting,4,knauf frp board,49,installation of external wall sheeting,10,20%,3,tape measure,0,,wall,3
106,check the cutting and surface for installation of external wall sheeting,3,promatect hboard,49,installation of external wall sheeting,10,20%,3,tape measure,0,,wall,3
106,check the cutting and surface for installation of external wall sheeting,7,cement board,49,installation of external wall sheeting,10,20%,3,tape measure,0,,wall,3
106,check the cutting and surface for installation of external wall sheeting,5,gemtree frp board,49,installation of external wall sheeting,10,20%,3,tape measure,0,,wall,3
106,check the cutting and surface for installation of external wall sheeting,6,gypsum board,49,installation of external wall sheeting,10,20%,3,tape measure,0,,wall,3
107,visual check smooth for installation of external wall sheeting,4,knauf frp board,49,installation of external wall sheeting,10,20%,4,N/A,0,,wall,3
107,visual check smooth for installation of external wall sheeting,3,promatect hboard,49,installation of external wall sheeting,10,20%,4,N/A,0,,wall,3
107,visual check smooth for installation of external wall sheeting,7,cement board,49,installation of external wall sheeting,10,20%,4,N/A,0,,wall,3
107,visual check smooth for installation of external wall sheeting,5,gemtree frp board,49,installation of external wall sheeting,10,20%,4,N/A,0,,wall,3
107,visual check smooth for installation of external wall sheeting,6,gypsum board,49,installation of external wall sheeting,10,20%,4,N/A,0,,wall,3
108,free from other contaminates for installation of external wall sheeting,4,knauf frp board,49,installation of external wall sheeting,10,20%,23,brush,0,,wall,3
108,free from other contaminates for installation of external wall sheeting,3,promatect hboard,49,installation of external wall sheeting,10,20%,23,brush,0,,wall,3
108,free from other contaminates for installation of external wall sheeting,7,cement board,49,installation of external wall sheeting,10,20%,23,brush,0,,wall,3
108,free from other contaminates for installation of external wall sheeting,5,gemtree frp board,49,installation of external wall sheeting,10,20%,23,brush,0,,wall,3
108,free from other contaminates for installation of external wall sheeting,6,gypsum board,49,installation of external wall sheeting,10,20%,23,brush,0,,wall,3
109,review sample for rockwool installation at wall,62,rockwool,50,rockwool installation,10,20%,4,N/A,0,,wall,3
109,review sample for rockwool installation at wall,61,mineral wool insulation,50,rockwool installation,10,20%,4,N/A,0,,wall,3
110,visual check firmness and fullness for rockwool installation at wall,62,rockwool,50,rockwool installation,10,20%,4,N/A,0,,wall,3
110,visual check firmness and fullness for rockwool installation at wall,61,mineral wool insulation,50,rockwool installation,10,20%,4,N/A,0,,wall,3
111,verify compliance for rockwool installation at wall,62,rockwool,50,rockwool installation,10,20%,3,tape measure,0,,wall,3
111,verify compliance for rockwool installation at wall,61,mineral wool insulation,50,rockwool installation,10,20%,3,tape measure,0,,wall,3
112,thickness check for installation of internal wall sheeting,4,knauf frp board,51,installation of internal wall sheeting,10,20%,22,caliper,0,,wall,3
112,thickness check for installation of internal wall sheeting,3,promatect hboard,51,installation of internal wall sheeting,10,20%,22,caliper,0,,wall,3
112,thickness check for installation of internal wall sheeting,7,cement board,51,installation of internal wall sheeting,10,20%,22,caliper,0,,wall,3
112,thickness check for installation of internal wall sheeting,5,gemtree frp board,51,installation of internal wall sheeting,10,20%,22,caliper,0,,wall,3
112,thickness check for installation of internal wall sheeting,6,gypsum board,51,installation of internal wall sheeting,10,20%,22,caliper,0,,wall,3
113,check the fixing at joint and at screwheads for installation of internal wall sheeting,4,knauf frp board,51,installation of internal wall sheeting,10,20%,10,torque wrench,0,,wall,3
113,check the fixing at joint and at screwheads for installation of internal wall sheeting,3,promatect hboard,51,installation of internal wall sheeting,10,20%,10,torque wrench,0,,wall,3
113,check the fixing at joint and at screwheads for installation of internal wall sheeting,7,cement board,51,installation of internal wall sheeting,10,20%,10,torque wrench,0,,wall,3
113,check the fixing at joint and at screwheads for installation of internal wall sheeting,5,gemtree frp board,51,installation of internal wall sheeting,10,20%,10,torque wrench,0,,wall,3
113,check the fixing at joint and at screwheads for installation of internal wall sheeting,6,gypsum board,51,installation of internal wall sheeting,10,20%,10,torque wrench,0,,wall,3
114,check the cutting and surface for installation of internal wall sheeting,4,knauf frp board,51,installation of internal wall sheeting,10,20%,3,tape measure,0,,wall,3
114,check the cutting and surface for installation of internal wall sheeting,3,promatect hboard,51,installation of internal wall sheeting,10,20%,3,tape measure,0,,wall,3
114,check the cutting and surface for installation of internal wall sheeting,7,cement board,51,installation of internal wall sheeting,10,20%,3,tape measure,0,,wall,3
114,check the cutting and surface for installation of internal wall sheeting,5,gemtree frp board,51,installation of internal wall sheeting,10,20%,3,tape measure,0,,wall,3
114,check the cutting and surface for installation of internal wall sheeting,6,gypsum board,51,installation of internal wall sheeting,10,20%,3,tape measure,0,,wall,3
115,visual check smooth for installation of internal wall sheeting,4,knauf frp board,51,installation of internal wall sheeting,10,20%,4,N/A,0,,wall,3
115,visual check smooth for installation of internal wall sheeting,3,promatect hboard,51,installation of internal wall sheeting,10,20%,4,N/A,0,,wall,3
115,visual check smooth for installation of internal wall sheeting,7,cement board,51,installation of internal wall sheeting,10,20%,4,N/A,0,,wall,3
115,visual check smooth for installation of internal wall sheeting,5,gemtree frp board,51,installation of internal wall sheeting,10,20%,4,N/A,0,,wall,3
115,visual check smooth for installation of internal wall sheeting,6,gypsum board,51,installation of internal wall sheeting,10,20%,4,N/A,0,,wall,3
116,free from other contaminates for installation of internal wall sheeting,4,knauf frp board,51,installation of internal wall sheeting,10,20%,23,brush,0,,wall,3
116,free from other contaminates for installation of internal wall sheeting,3,promatect hboard,51,installation of internal wall sheeting,10,20%,23,brush,0,,wall,3
116,free from other contaminates for installation of internal wall sheeting,7,cement board,51,installation of internal wall sheeting,10,20%,23,brush,0,,wall,3
116,free from other contaminates for installation of internal wall sheeting,5,gemtree frp board,51,installation of internal wall sheeting,10,20%,23,brush,0,,wall,3
116,free from other contaminates for installation of internal wall sheeting,6,gypsum board,51,installation of internal wall sheeting,10,20%,23,brush,0,,wall,3
117,visual check and verify compliance for installed drywall framing,80,drywall,52,installed drywall framing,10,20%,4,N/A,0,,wall,3
118,check tolerance for cutting opening width and height,81,provisional openings,53,provisional openings checking,10,20%,3,tape measure,0,,wall,3
119,visual inspection for gypsum plaster and sanding (wall and ceiling),64,wall panel,54,gypsum plaster and sanding (wall and ceiling),2,routine,4,N/A,0,,print,4
119,visual inspection for gypsum plaster and sanding (wall and ceiling),55,ceiling panel,54,gypsum plaster and sanding (wall and ceiling),2,routine,4,N/A,0,,print,4
120,visual inspection for first layer painting (hostel room and corridor),64,wall panel,55,first layer painting (hostel room and corridor),2,routine,4,N/A,0,,print,4
120,visual inspection for first layer painting (hostel room and corridor),55,ceiling panel,55,first layer painting (hostel room and corridor),2,routine,4,N/A,0,,print,4
121,visual inspection for second layer painting,64,wall panel,56,second layer painting,2,routine,4,N/A,0,,print,4
121,visual inspection for second layer painting,55,ceiling panel,56,second layer painting,2,routine,4,N/A,0,,print,4
122,visual inspection for top coat paint (ceiling),55,ceiling panel,57,top coat paint (ceiling),2,routine,4,N/A,0,,print,4
123,brand name check for emulsion paint delivered to site,82,emulsion paint,58,emulsion paint delivered to site,5,each batch,16,bill of materials,0,,print,4
124,visual inspection for emulsion paint delivered to site,82,emulsion paint,58,emulsion paint delivered to site,5,each batch,4,N/A,0,,print,4
125,visual inspection for substrades checking for skim coat plastering,83,wall substrade,59,substrades checking for skim coat plastering,10,20%,4,N/A,0,,print,4
126,verify compliance for substrades checking for skim coat plastering,83,wall substrade,59,substrades checking for skim coat plastering,10,20%,4,N/A,0,,print,4
127,visual inspection for applying prime (before painting emulsion paint),64,wall panel,60,apply prime (before painting emulsion paint),10,20%,4,N/A,0,,print,4
128,verify compliance for applying prime (before painting emulsion paint),64,wall panel,60,apply prime (before painting emulsion paint),10,20%,4,N/A,0,,print,4
129,visual inspection for apply emulsion painting (2 layers),64,wall panel,61,apply emulsion painting (2 layers),10,20%,4,N/A,0,,print,4
130,verify compliance for apply emulsion painting (2 layers),82,emulsion paint,61,apply emulsion painting (2 layers),10,20%,4,N/A,0,,print,4
131,visual inspection for installation of mep trunking at ceiling (at common area),55,ceiling panel,62,installation of mep trunking at ceiling (at common area),2,routine,4,N/A,0,,electrical & mechanical,5
131,visual inspection for installation of mep trunking at ceiling (at common area),84,mep system,62,installation of mep trunking at ceiling (at common area),2,routine,4,N/A,0,,electrical & mechanical,5
131,visual inspection for installation of mep trunking at ceiling (at common area),85,cable trunking,62,installation of mep trunking at ceiling (at common area),2,routine,4,N/A,0,,electrical & mechanical,5
132,dimension check for cable tray execution,86,cable tray,63,cable tray,5,each batch,3,tape measure,0,,electrical & mechanical,5
133,quantity check for cable tray execution,86,cable tray,63,cable tray,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
134,material certificate check for cable tray execution,86,cable tray,63,cable tray,5,each batch,2,mill certificate,0,,electrical & mechanical,5
135,dimension check for cable trunking,85,cable trunking,64,cable trunking,5,each batch,3,tape measure,0,,electrical & mechanical,5
136,quantity check for cable trunking,85,cable trunking,64,cable trunking,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
137,material certificate check for cable trunking,85,cable trunking,64,cable trunking,5,each batch,2,mill certificate,0,,electrical & mechanical,5
138,dimension check for conduit system,67,conduit,65,conduit system,5,each batch,3,tape measure,0,,electrical & mechanical,5
139,quantity check for conduit system,67,conduit,65,conduit system,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
140,material certificate check for conduit system,67,conduit,65,conduit system,5,each batch,2,mill certificate,0,,electrical & mechanical,5
138,dimension check for conduit system,68,conduits and accessories,65,conduit system,5,each batch,3,tape measure,0,,electrical & mechanical,5
139,quantity check for conduit system,68,conduits and accessories,65,conduit system,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
140,material certificate check for conduit system,68,conduits and accessories,65,conduit system,5,each batch,2,mill certificate,0,,electrical & mechanical,5
138,dimension check for conduit system,69,flexible conduit belongs-to mep system,65,conduit system,5,each batch,3,tape measure,0,,electrical & mechanical,5
139,quantity check for conduit system,69,flexible conduit belongs-to mep system,65,conduit system,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
140,material certificate check for conduit system,69,flexible conduit belongs-to mep system,65,conduit system,5,each batch,2,mill certificate,0,,electrical & mechanical,5
138,dimension check for conduit system,70,upvc conduits and fittings,65,conduit system,5,each batch,3,tape measure,0,,electrical & mechanical,5
139,quantity check for conduit system,70,upvc conduits and fittings,65,conduit system,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
140,material certificate check for conduit system,70,upvc conduits and fittings,65,conduit system,5,each batch,2,mill certificate,0,,electrical & mechanical,5
138,dimension check for conduit system,71,upvc conduits,65,conduit system,5,each batch,3,tape measure,0,,electrical & mechanical,5
139,quantity check for conduit system,71,upvc conduits,65,conduit system,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
140,material certificate check for conduit system,71,upvc conduits,65,conduit system,5,each batch,2,mill certificate,0,,electrical & mechanical,5
138,dimension check for conduit system,72,flexible conduit,65,conduit system,5,each batch,3,tape measure,0,,electrical & mechanical,5
139,quantity check for conduit system,72,flexible conduit,65,conduit system,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
140,material certificate check for conduit system,72,flexible conduit,65,conduit system,5,each batch,2,mill certificate,0,,electrical & mechanical,5
138,dimension check for conduit system,73,mep conduit,65,conduit system,5,each batch,3,tape measure,0,,electrical & mechanical,5
139,quantity check for conduit system,73,mep conduit,65,conduit system,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
140,material certificate check for conduit system,73,mep conduit,65,conduit system,5,each batch,2,mill certificate,0,,electrical & mechanical,5
138,dimension check for conduit system,87,junction box,66,conduit / junction box / cable tray execution,5,each batch,3,tape measure,0,,electrical & mechanical,5
139,quantity check for conduit system,87,junction box,66,conduit / junction box / cable tray execution,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
140,material certificate check for conduit system,87,junction box,66,conduit / junction box / cable tray execution,5,each batch,2,mill certificate,0,,electrical & mechanical,5
141,dimension check for cable wiring,88,armoured wiring,67,cable wiring,5,each batch,3,tape measure,0,,electrical & mechanical,5
142,quantity check for cable wiring,88,armoured wiring,67,cable wiring,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
143,material certificate check for cable wiring,88,armoured wiring,67,cable wiring,5,each batch,2,mill certificate,0,,electrical & mechanical,5
141,dimension check for cable wiring,89,swa copper cable,67,cable wiring,5,each batch,3,tape measure,0,,electrical & mechanical,5
142,quantity check for cable wiring,89,swa copper cable,67,cable wiring,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
143,material certificate check for cable wiring,89,swa copper cable,67,cable wiring,5,each batch,2,mill certificate,0,,electrical & mechanical,5
141,dimension check for cable wiring,90,non-armoured cable,67,cable wiring,5,each batch,3,tape measure,0,,electrical & mechanical,5
142,quantity check for cable wiring,90,non-armoured cable,67,cable wiring,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
143,material certificate check for cable wiring,90,non-armoured cable,67,cable wiring,5,each batch,2,mill certificate,0,,electrical & mechanical,5
141,dimension check for cable wiring,91,pvc/ pvc cable,67,cable wiring,5,each batch,3,tape measure,0,,electrical & mechanical,5
142,quantity check for cable wiring,91,pvc/ pvc cable,67,cable wiring,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
143,material certificate check for cable wiring,91,pvc/ pvc cable,67,cable wiring,5,each batch,2,mill certificate,0,,electrical & mechanical,5
141,dimension check for cable wiring,92,pvc/swa/pvc copper cable,67,cable wiring,5,each batch,3,tape measure,0,,electrical & mechanical,5
142,quantity check for cable wiring,92,pvc/swa/pvc copper cable,67,cable wiring,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
143,material certificate check for cable wiring,92,pvc/swa/pvc copper cable,67,cable wiring,5,each batch,2,mill certificate,0,,electrical & mechanical,5
141,dimension check for cable wiring,93,pvc cables,67,cable wiring,5,each batch,3,tape measure,0,,electrical & mechanical,5
142,quantity check for cable wiring,93,pvc cables,67,cable wiring,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
143,material certificate check for cable wiring,93,pvc cables,67,cable wiring,5,each batch,2,mill certificate,0,,electrical & mechanical,5
144,visual inspection for the installation of sprinkler pipes (at hostel room),94,sprinkler pipe,68,installation of sprinkler pipes (at hostel room),2,routine,4,N/A,0,,electrical & mechanical,5
145,sample for sprinkler heads,95,sprinkler heads,69,sprinkler heads,5,each batch,4,N/A,0,,electrical & mechanical,5
146,brand name check for sprinkler heads,95,sprinkler heads,69,sprinkler heads,5,each batch,16,bill of materials,0,,electrical & mechanical,5
147,visual inspection for sprinkler heads,95,sprinkler heads,69,sprinkler heads,5,each batch,4,N/A,0,,electrical & mechanical,5
148,measure dimension for sprinkler heads,95,sprinkler heads,69,sprinkler heads,5,each batch,22,caliper,0,,electrical & mechanical,5
149,3mm thickness check for sprinkler heads,95,sprinkler heads,69,sprinkler heads,5,each batch,22,caliper,0,,electrical & mechanical,5
150,vertical distance less than 800mm for sprinkler heads,95,sprinkler heads,69,sprinkler heads,5,each batch,3,tape measure,0,,electrical & mechanical,5
151,check temperatrure rating for sprinkler heads,95,sprinkler heads,69,sprinkler heads,5,each batch,4,N/A,0,,electrical & mechanical,5
152,sample for fire detector,96,fire detector,70,fire detector,5,each batch,4,N/A,0,,electrical & mechanical,5
153,brand name check for fire detector,96,fire detector,70,fire detector,5,each batch,16,bill of materials,0,,electrical & mechanical,5
154,check properties for fire detector,96,fire detector,70,fire detector,5,each batch,24,functional test tool,0,,electrical & mechanical,5
155,each fire alarm bell shall be painted in red colour and clearly marked with the words "fire alarm"in both english and chinese in white colour.the height of all the english and chinese wordings shall not be less than 10mm and 15mm respectively.,97,fire alarm bells,71,fire alarm bells,5,each batch,4,N/A,0,,electrical & mechanical,5
156,all pipes shall be new and shall be thoroughly cleaned,98,copper pipes,72,pipes,5,each batch,23,brush,0,,electrical & mechanical,5
156,all pipes shall be new and shall be thoroughly cleaned,99,epoxy coated cast iron pipes,72,pipes,5,each batch,23,brush,0,,electrical & mechanical,5
156,all pipes shall be new and shall be thoroughly cleaned,100,epoxy pipes,72,pipes,5,each batch,23,brush,0,,electrical & mechanical,5
156,all pipes shall be new and shall be thoroughly cleaned,101,upvc pipes,72,pipes,5,each batch,23,brush,0,,electrical & mechanical,5
156,all pipes shall be new and shall be thoroughly cleaned,102,galvanized steel pipes,72,pipes,5,each batch,23,brush,0,,electrical & mechanical,5
157,sample for pipe fittings,103,pipe fittings,73,pipe fittings,5,each batch,23,brush,0,,electrical & mechanical,5
158,brand name check for pipe fittings,103,pipe fittings,73,pipe fittings,5,each batch,16,bill of materials,0,,electrical & mechanical,5
159,check properties for pipe fittings,103,pipe fittings,73,pipe fittings,5,each batch,24,functional test tool,0,,electrical & mechanical,5
160,visual inspection for conduit system,67,conduit,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
160,visual inspection for conduit system,68,conduits and accessories,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
160,visual inspection for conduit system,69,flexible conduit belongs-to mep system,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
160,visual inspection for conduit system,70,upvc conduits and fittings,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
160,visual inspection for conduit system,72,flexible conduit,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
160,visual inspection for conduit system,73,mep conduit,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
161,surface check for conduit system,67,conduit,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
161,surface check for conduit system,68,conduits and accessories,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
161,surface check for conduit system,69,flexible conduit belongs-to mep system,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
161,surface check for conduit system,70,upvc conduits and fittings,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
161,surface check for conduit system,72,flexible conduit,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
161,surface check for conduit system,73,mep conduit,65,conduit system,5,each batch,4,N/A,0,,electrical & mechanical,5
162,visual inspection for pipework execution,98,copper pipes,74,pipework execution,10,20%,4,N/A,0,,electrical & mechanical,5
162,visual inspection for pipework execution,99,epoxy coated cast iron pipes,74,pipework execution,10,20%,4,N/A,0,,electrical & mechanical,5
162,visual inspection for pipework execution,100,epoxy pipes,74,pipework execution,10,20%,4,N/A,0,,electrical & mechanical,5
162,visual inspection for pipework execution,101,upvc pipes,74,pipework execution,10,20%,4,N/A,0,,electrical & mechanical,5
162,visual inspection for pipework execution,102,galvanized steel pipes,74,pipework execution,10,20%,4,N/A,0,,electrical & mechanical,5
163,surface check for pipework execution,98,copper pipes,74,pipework execution,10,20%,4,N/A,0,,electrical & mechanical,5
163,surface check for pipework execution,99,epoxy coated cast iron pipes,74,pipework execution,10,20%,4,N/A,0,,electrical & mechanical,5
163,surface check for pipework execution,100,epoxy pipes,74,pipework execution,10,20%,4,N/A,0,,electrical & mechanical,5
163,surface check for pipework execution,101,upvc pipes,74,pipework execution,10,20%,4,N/A,0,,electrical & mechanical,5
163,surface check for pipework execution,102,galvanized steel pipes,74,pipework execution,10,20%,4,N/A,0,,electrical & mechanical,5
164,chinese and english language check for labelling for mep,84,mep system,75,labelling,5,each batch,4,N/A,0,,electrical & mechanical,5
165,visual inspection for painting and labelling for mep,84,mep system,76,painting and labelling,10,20%,4,N/A,0,,electrical & mechanical,5
166,surface check for painting and labelling for mep,84,mep system,76,painting and labelling,10,20%,4,N/A,0,,electrical & mechanical,5
167,dimension check for ductwork and fittings,104,ductwork and fittings,77,ductwork and fittings,5,each batch,3,tape measure,0,,electrical & mechanical,5
168,quantity check for ductwork and fittings,104,ductwork and fittings,77,ductwork and fittings,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
169,material certificate check for ductwork and fittings,104,ductwork and fittings,77,ductwork and fittings,5,each batch,2,mill certificate,0,,electrical & mechanical,5
170,dimension check for pipework and fittings,103,pipe fittings,78,pipework and fittings,5,each batch,3,tape measure,0,,electrical & mechanical,5
171,quantity check for pipework and fittings,103,pipe fittings,78,pipework and fittings,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
172,material certificate for pipework and fittings,103,pipe fittings,78,pipework and fittings,5,each batch,2,mill certificate,0,,electrical & mechanical,5
170,dimension check for pipework and fittings,98,copper pipes,78,pipework and fittings,5,each batch,3,tape measure,0,,electrical & mechanical,5
171,quantity check for pipework and fittings,98,copper pipes,78,pipework and fittings,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
